target,ids,date,flag,user,text,weekday
0,2284230039,2009-06-22 13:37:36-07:00,NO_QUERY,sparklyboo89,Misses her mum already ! .,Monday
0,1992823613,2009-06-01 09:22:47-07:00,NO_QUERY,MLynn4Heas,Don't feel good at all today,Monday
0,2180019829,2009-06-15 09:54:11-07:00,NO_QUERY,RicardoFranke,@user ieks,Monday
0,1994012184,2009-06-01 11:16:31-07:00,NO_QUERY,vickyjones91,"Air France, its so sad.",Monday
4,1992687809,2009-06-01 09:09:41-07:00,NO_QUERY,RapidRevision,Booked lunch for two in August for a very special event at Le Manoir. Even though Menu du Jour Luncheon better start saving up now,Monday
0,1990535198,2009-06-01 05:07:22-07:00,NO_QUERY,silverSpoon,"@user i m so pissed of with this, i know a lot of people affected by it",Monday
0,1565421457,2009-04-20 06:43:03-07:00,NO_QUERY,jfulldotcom,@user man i want a sleeve too! but the Man ain't gonna hire me looking like that,Monday
0,1996558068,2009-06-01 15:17:15-07:00,NO_QUERY,Andreabelen14,he's is teh reason for the teardrops on muy guitar ! is so really..,Monday
4,1993815343,2009-06-01 10:58:29-07:00,NO_QUERY,KevinEdwardsJr,@user if you like 2 laugh..have a good time..follow me..its just that simple,Monday
4,1563956020,2009-04-20 01:02:51-07:00,NO_QUERY,ricky703ca,@user tere achee khasi excecise ho jaati hogi Ruhaan ke saath,Monday
4,1995528481,2009-06-01 13:38:08-07:00,NO_QUERY,Miss_McKayla,@user I love that song! I was listening to it earlier,Monday
4,1834589574,2009-05-18 03:30:37-07:00,NO_QUERY,Kirstyy09xX,@user i was just wondering if your a fan of The sat you might wanna see this clip [http],Monday
0,1989826270,2009-06-01 02:57:01-07:00,NO_QUERY,MissKate06,@user Whyyyyyy?,Monday
0,1989093502,2009-06-01 00:19:28-07:00,NO_QUERY,ahhamber,Why do I always sit in the drive thru foreverr at fatburger,Monday
4,2180254109,2009-06-15 10:13:06-07:00,NO_QUERY,AlexxKayy,i woke up with a smile on my face.,Monday
4,1565803024,2009-04-20 07:35:13-07:00,NO_QUERY,sandruhhhhh,cindies lol it was my first time lol,Monday
0,2182265280,2009-06-15 12:56:37-07:00,NO_QUERY,purplevelvet09,@user ee mara a7eba bs ma fe on the east coast,Monday
4,1990552272,2009-06-01 05:10:03-07:00,NO_QUERY,markhallCC,Taking a group of guys from church to a camp to work on a kitchen floor today. I'm at Lowes Lowes is to men as walmart is to women.,Monday
0,1770640638,2009-05-11 21:51:35-07:00,NO_QUERY,munkyxx,Missed a good game judging from the scores now i can cry myself to sleep,Monday
4,1994229984,2009-06-01 11:36:50-07:00,NO_QUERY,mmsolomon,@user love that song.,Monday
0,2283607337,2009-06-22 12:50:34-07:00,NO_QUERY,RatheeshP,"Gotta do all the chores on my own now- cooking,washing,ironing... and i hate it",Monday
4,1996257328,2009-06-01 14:47:12-07:00,NO_QUERY,arnn,yo girl doNt like me how long has she been GAY!,Monday
4,2185058149,2009-06-15 16:49:20-07:00,NO_QUERY,tweeteradder5,@user Get 100 followers a day using [http] Once you add everyone you are on the train or pay vip,Monday
4,2188787390,2009-06-15 22:33:51-07:00,NO_QUERY,phillipquin,"@user It can't hurt, well, not much anyway... ;) @user, can you bring stickers/printouts of our faces?",Monday
0,2175117371,2009-06-15 00:07:44-07:00,NO_QUERY,eidann,@user Last time I got checked I got news I didnt like,Monday
0,2185483680,2009-06-15 17:27:02-07:00,NO_QUERY,annach0c19,omg my hair is totally messeeeeeeeed !,Monday
4,2178812580,2009-06-15 08:14:24-07:00,NO_QUERY,chucktowndeals,"Good morning, peeps!",Monday
4,1999856744,2009-06-01 20:57:04-07:00,NO_QUERY,HeatherBradley,*FSM* The song in my heart....it keeps playin' over and over &amp; I can't get it out!,Monday
0,1994676688,2009-06-01 12:17:13-07:00,NO_QUERY,mosesmonster,"Thanks to Lionhead studios, we are one step closer to having Hall 9000 computers.",Monday
4,2176603163,2009-06-15 04:18:09-07:00,NO_QUERY,byDeL,persistent good actor and manipulative byatch really are true match,Monday
4,1833884115,2009-05-18 00:48:27-07:00,NO_QUERY,Roddykat,@user Got it. Thanks!,Monday
0,1994057878,2009-06-01 11:20:48-07:00,NO_QUERY,bballhoney,Sadddd people can be really mean (not to me tho. I don't take that) and HUNGRY! :],Monday
0,1997484324,2009-06-01 16:55:57-07:00,NO_QUERY,NickStarr,@user Just got fired I feel so bad....damn the economy.,Monday
4,2000379809,2009-06-01 21:59:32-07:00,NO_QUERY,SwaggCertified,@user happy birthday sweetheart.,Monday
4,2189337303,2009-06-15 23:48:16-07:00,NO_QUERY,CateDeansSmith,"@user and a peanut is a kidney shaped nut, and a kidney is a peanut shaped organ of the body",Monday
4,2000854769,2009-06-01 23:08:33-07:00,NO_QUERY,thomaskyan,Monkey Island,Monday
4,1989103562,2009-06-01 00:21:22-07:00,NO_QUERY,ivettecupcake,Aw k4ce lounge celebration for xiaos bday. His gf brought us cupcakes,Monday
4,2000319653,2009-06-01 21:51:47-07:00,NO_QUERY,Nobodey,"@user reverse the colors on both so it matches the page, black font, white bg. Three simple steps would rock your 2ndary pages.",Monday
0,2177326834,2009-06-15 05:54:22-07:00,NO_QUERY,Atarimonkey,"Wow it's quite today, no phone calls, no Emails, no nothing! I'm lonely!",Monday
4,1995340314,2009-06-01 13:20:02-07:00,NO_QUERY,lexia,@user woo,Monday
4,1995829486,2009-06-01 14:06:41-07:00,NO_QUERY,dabhaid,"@user as in &quot;a bullet with my name on it&quot;, or &quot;barman, two Heathcotes, heavy on the gin&quot; - the latter gets my vote",Monday
0,1992092602,2009-06-01 08:11:08-07:00,NO_QUERY,chynagyrl1980,Ahhhhh bunny roadkill is so sad and where's the sun today? I'm cold already!,Monday
0,2177000304,2009-06-15 05:14:06-07:00,NO_QUERY,Kimber5,getting ready to be in class all day. I will miss being at the pool or lake. husb and kids will have fun without me.,Monday
4,1834236865,2009-05-18 02:09:28-07:00,NO_QUERY,roxymelody,@user thank u,Monday
4,2183823107,2009-06-15 15:02:03-07:00,NO_QUERY,DionneSouth,"survived the film. It was quite scary, but not the worst i've seen. Just finished a session on the dancemat, off to bed now. Night",Monday
4,1989183212,2009-06-01 00:37:39-07:00,NO_QUERY,geekachu,"@user A better plan would be to just make the rest of the year awesome! I'll help, I can bring alcohols!",Monday
4,2185871828,2009-06-15 18:01:40-07:00,NO_QUERY,MLM216,@user ADORO these fotos of you and Leo....tooooooooo cute/lindas Muito obrigada for sharing them with all of us Abracos!,Monday
4,1564469562,2009-04-20 03:38:30-07:00,NO_QUERY,daliuhh,"@user alright,see ya later :*",Monday
4,1572937462,2009-04-20 23:05:33-07:00,NO_QUERY,myapplemenu,"Sometimes I should listen to my own advice. After all, it's just a job.",Monday
4,1994412168,2009-06-01 11:53:09-07:00,NO_QUERY,elizabeth_92,I can't wait ti'll new moon comes out!! robert &amp;&amp; taylor are sooooo HOT,Monday
4,1998940748,2009-06-01 19:22:36-07:00,NO_QUERY,sarahsj,It's a Mayer kind of night. Amazing the memories listening to his music bring back. Makes me happy.,Monday
0,2186766005,2009-06-15 19:18:20-07:00,NO_QUERY,Roshiii,@user I know trust me. I just sat to a guy that reminded me so much of a certain somebody. That didn't help,Monday
0,2182019210,2009-06-15 12:36:39-07:00,NO_QUERY,allysona,Mmm. Tio's. Wisdom teeth out in Friday.,Monday
4,2000399869,2009-06-01 22:01:58-07:00,NO_QUERY,jasmineem,"@user lol, why oh fark? i got 97%",Monday
4,2176945136,2009-06-15 05:06:50-07:00,NO_QUERY,ryanmaxx,says bagong gupit (funkydance) [http],Monday
0,1994624730,2009-06-01 12:12:34-07:00,NO_QUERY,henrysharman,"Beach lifeguard training is the hardest thing I have ever done, and 5 days to go yet!!",Monday
4,1990499790,2009-06-01 05:01:58-07:00,NO_QUERY,hadez2000,managed to get some headache tablets over lunch.. now just to wait for it to kick in,Monday
4,1989425626,2009-06-01 01:29:41-07:00,NO_QUERY,numb3rb0y,"Heh, so sunny even I'm enjoying it",Monday
4,1996766497,2009-06-01 15:39:13-07:00,NO_QUERY,avacancy,"@user haha my kitchen could use you, if youre up for it",Monday
4,1565576323,2009-04-20 07:04:49-07:00,NO_QUERY,mpanny,Chill chill chilling in bed,Monday
4,1834552024,2009-05-18 03:22:09-07:00,NO_QUERY,fromfirsttolast,Tired in work this morning. One delivery done. Another to go. At least it's money,Monday
0,1834764100,2009-05-18 04:07:31-07:00,NO_QUERY,xxmichellezz,i hate chemistry dont wanna go to that class tomorrow x[,Monday
4,1998612499,2009-06-01 18:50:19-07:00,NO_QUERY,skribe,@user keep telling yourself that,Monday
4,2186836067,2009-06-15 19:24:27-07:00,NO_QUERY,dinosaresexxii,now talking to sara and jake on the phone and justine on facebook. listening to sara sing as usual.,Monday
0,1997986063,2009-06-01 17:48:02-07:00,NO_QUERY,rhispect,"@user Yeah I can't afford that either! I miss pedicures too. I remember yours. You didn't tip her, right? lol",Monday
0,1991574364,2009-06-01 07:17:10-07:00,NO_QUERY,marcgozlan,"up and at the local libary... today is payday for some, and me but thats okay...",Monday
4,1564251684,2009-04-20 02:33:19-07:00,NO_QUERY,gautamghosh,Got @user's book Me 2.0 on the mail Looking forward to reading it!,Monday
0,2182429932,2009-06-15 13:09:33-07:00,NO_QUERY,chik_ster,argh! mondays suck at work. weekends are never long enough!,Monday
4,1835850509,2009-05-18 06:52:51-07:00,NO_QUERY,D_Rox,G'morning @user @user @user @user @user @user @user,Monday
0,2179823890,2009-06-15 09:38:02-07:00,NO_QUERY,LisaRayArnold,I'm not feeling very productive today.,Monday
0,2284519564,2009-06-22 13:59:03-07:00,NO_QUERY,jboMaria,being jealous and missing everyone,Monday
4,2184065767,2009-06-15 15:22:19-07:00,NO_QUERY,eviegarland,@user coursing river. It's from &quot;I'll Make a Man Out Of You&quot; from Mulan. XD,Monday
4,2180551819,2009-06-15 10:37:29-07:00,NO_QUERY,tonybetts,@user Just voted for you!,Monday
4,2183176151,2009-06-15 14:08:55-07:00,NO_QUERY,Melliemula,"@user Its not letting me vote again either Lyn and I haven`t voted for about 3 hours! Lol, hey everyone.",Monday
4,1997083649,2009-06-01 16:13:25-07:00,NO_QUERY,Zoe_E_W,"@user No, This is a job interview with a vampire.",Monday
4,2180128824,2009-06-15 10:02:58-07:00,NO_QUERY,heytherekristen,@user [http] - haha i like that. the bible on DVD! lmfao true though,Monday
4,1989094642,2009-06-01 00:19:41-07:00,NO_QUERY,miketc,"@user [http] - thanks! funny, huh, how I'm the front Israelite dancer, but I'm also the most clueless?",Monday
0,2177229549,2009-06-15 05:42:58-07:00,NO_QUERY,joyhajassad,@user stressing! and now my belly feels like it may explode not good! Have you called the agency people yet? Don't forget!!xxxx,Monday
0,1992083659,2009-06-01 08:10:15-07:00,NO_QUERY,edd9116,"up now ... gonna have a lonnnnnnnnnnnnnnnng day and night ,,, my son sick",Monday
0,1467871844,2009-04-06 22:35:44-07:00,NO_QUERY,larsgunnarf,Tuesdayï¿½ll start with reflection ï¿½n then a lecture in Stress reducing techniques. That sure might become very useful for us accompaniers,Monday
4,1695693600,2009-05-04 06:44:15-07:00,NO_QUERY,amylockaby,"@user thanks, Mandy! What a good sister you are. @user That may be true, but unfortunately my road tires can't say the same.",Monday
4,1834330756,2009-05-18 02:31:27-07:00,NO_QUERY,imtalia,@user tuning in now,Monday
0,2189228423,2009-06-15 23:32:26-07:00,NO_QUERY,jodi_ice,"urfglhg.... ran out of nytol last night, had a shit night's sleep&amp;feel like death warmed up",Monday
0,1997966762,2009-06-01 17:46:00-07:00,NO_QUERY,jwlms,@user - missing you here. And thanks for the congrats!,Monday
0,2186404676,2009-06-15 18:47:31-07:00,NO_QUERY,adashadisini,butuh c aygst [http],Monday
4,1993622422,2009-06-01 10:40:22-07:00,NO_QUERY,hollapapabear,"hot coco while shoppin again, i found really cool jewelry yesterday, a love ring, i get to punch ppl with love aww. ima high 5 ur face",Monday
4,1990564809,2009-06-01 05:11:58-07:00,NO_QUERY,ashutosh_gupta,@user its a duet.. pat both yourselves ..,Monday
0,2175960302,2009-06-15 02:30:18-07:00,NO_QUERY,LocalJoost,I wonder if Iran is now getting its own Tien An Min square episode,Monday
0,2188036664,2009-06-15 21:11:48-07:00,NO_QUERY,crystaliberty27,"ok. peeps any ideas on how to get my iphone to work?? it looks like its turning on, but i can't see the screen enough to do anything!!",Monday
4,2001009361,2009-06-01 23:34:40-07:00,NO_QUERY,rabisquei,@user so lets for the next cruise! Haha Yes! he is coming on this sat!,Monday
4,2000891111,2009-06-01 23:14:30-07:00,NO_QUERY,simmonet,@user Welcome 'home',Monday
4,1993665520,2009-06-01 10:44:28-07:00,NO_QUERY,primsessions,BTW London bookings for July being taken,Monday
4,1990856517,2009-06-01 05:53:58-07:00,NO_QUERY,booksellercrow,"@user [http] is very good and kind, but we are not as old as we look, honest.",Monday
0,1996469845,2009-06-01 15:08:14-07:00,NO_QUERY,FallingBullets,@user you smoke?!!? oh noez!!! you just fell in my estimation,Monday
0,2176005726,2009-06-15 02:38:21-07:00,NO_QUERY,xmagicgraffitix,"made a AIM or whatever, why is it so freakin confusing??",Monday
0,2181195551,2009-06-15 11:29:55-07:00,NO_QUERY,infernalserpent,Today I feel like shit because 1) Oz woke me up every two hours last night and 2) I yelled at him every two hours last night. Also: Iran.,Monday
0,2176056533,2009-06-15 02:47:14-07:00,NO_QUERY,mariaa_ep,then my phone died so i coodnt get a lift then we got a $113 fine then i drank red bull ;),Monday
0,1994998247,2009-06-01 12:47:22-07:00,NO_QUERY,MsBlewBoogie,@user Thanks Jammy! @user i'm sick,Monday
4,2184274618,2009-06-15 15:40:19-07:00,NO_QUERY,jailynpr,Got 2 spend some time with john today @user and discuss some business over a private show. Lucky girl... I know. check him out.,Monday
0,1992667452,2009-06-01 09:07:41-07:00,NO_QUERY,Jasmine_Roberts,is in serious pain!!!! Sprained god dam ankle!!,Monday
4,1695924132,2009-05-04 07:14:41-07:00,NO_QUERY,AlvaFarrow,@user thankyou,Monday
0,2175140869,2009-06-15 00:11:19-07:00,NO_QUERY,hiiikelly,"I really, really hate Bellatrix, and I really, really miss Sirius Siriusly...",Monday
0,2176897054,2009-06-15 05:00:32-07:00,NO_QUERY,MarkCorden,#squarespace birthday on saturday! shame about the driving,Monday
4,1993666901,2009-06-01 10:44:35-07:00,NO_QUERY,bodywisdominc,@user Csikszentmihalyi ...I was taught to pronounce it &quot;Chicks make me high&quot; .&lt;= Better than saying &quot;You know that Flow guy&quot; ...,Monday
4,1835423967,2009-05-18 05:57:45-07:00,NO_QUERY,jethier,Thinks that Lucky Charms are magically delicious,Monday
0,2175731221,2009-06-15 01:50:00-07:00,NO_QUERY,lululabella,@user bad music taste??,Monday
0,1996058155,2009-06-01 14:28:11-07:00,NO_QUERY,hay0u,roller coaster in my stomach,Monday
4,1994500487,2009-06-01 12:00:53-07:00,NO_QUERY,KimberleyLove,BUSY WATCHING EASTENDERS ON BBC1,Monday
4,2178932107,2009-06-15 08:24:37-07:00,NO_QUERY,danmatutina,il be in tacloban on thursday. was invited to give a workshop on social communications and design by the Dept of Health.,Monday
0,1998771857,2009-06-01 19:05:55-07:00,NO_QUERY,HELLOkaraaa,we always hurt the the ones we never loved. early night. bio&amp;french in the morning.,Monday
0,2287981221,2009-06-22 18:33:28-07:00,NO_QUERY,Sposilkin,I want a Slow Loris. Too bed they are illegal,Monday
0,1992009345,2009-06-01 08:02:43-07:00,NO_QUERY,NickyLovesMcFly,Wee! Home! It's so hot Xx My internet is going off soon While Mum moves in and Dad moves out Bad times. Try not to miss me!,Monday
4,2000775513,2009-06-01 22:56:02-07:00,NO_QUERY,mtsumpton,@user NO maam im not!!! im going to work at a summer camp near Conroe...ima get to come visit cuz im off on weekends!!!,Monday
0,1991847388,2009-06-01 07:46:06-07:00,NO_QUERY,alliftw,I wish I posted on the forum more. instead I just lurk. /fail,Monday
0,1991881184,2009-06-01 07:49:41-07:00,NO_QUERY,Cherrim,@user I have no idea what that smells like.,Monday
0,1770675326,2009-05-11 21:56:57-07:00,NO_QUERY,ErinScandalous,"Again, thank you all for the lovely birthday wishes! I had an absolutely lovelyday! But I didn't get free @user with my Gold Card!",Monday
0,2000496946,2009-06-01 22:14:55-07:00,NO_QUERY,Lillysun,Should have been in bed a few hours ago. Gotta be at the salon at the crack of dawn,Monday
4,2178370019,2009-06-15 07:36:06-07:00,NO_QUERY,Wateronfire25,Happy Monday! Lov'n my Monday Why you ask? I'm off Tuesday Every Monday should be like today.,Monday
0,1989069259,2009-06-01 00:14:43-07:00,NO_QUERY,dolcelaalaa,"@user I know sorry, ermm nah nothing new except the weathers warming up over here lol; i just really need to get mre organized",Monday
0,2181536719,2009-06-15 11:57:47-07:00,NO_QUERY,rebeccaloft,heading to the dentist. Ick!,Monday
0,1998655009,2009-06-01 18:54:35-07:00,NO_QUERY,kellygirl3,"@user yes, I miss your face as well. And I dont want to just see you at work every now and then",Monday
4,1990471146,2009-06-01 04:57:40-07:00,NO_QUERY,Natalie1Mae8,Taking the kiddies to the pool,Monday
0,1833924821,2009-05-18 00:57:47-07:00,NO_QUERY,MzStephieMarie,@user I'm at work,Monday
0,1468015006,2009-04-06 23:16:04-07:00,NO_QUERY,TaraEn,@user why do you put up with him!!!!! You should listen to your mom,Monday
0,2184636445,2009-06-15 16:11:53-07:00,NO_QUERY,svensiitan,had a decent day at work finally! B2B final table bubbles though,Monday
0,1977875034,2009-05-30 21:54:32-07:00,NO_QUERY,spiralsxxx,getting pissed how shit this day is,Saturday
4,2055256129,2009-06-06 08:59:28-07:00,NO_QUERY,what_bugs_u,@user why limit your story to 140 ch. Tell all what is #annoying you at [http],Saturday
4,1972918352,2009-05-30 10:07:53-07:00,NO_QUERY,KTL87,Still recovering from a longg morning yesterday at the Today Show with Taylor Swift!! SO FUNN,Saturday
0,2256135071,2009-06-20 12:18:49-07:00,NO_QUERY,ashleycb,"@user ahh, okay. That is sad",Saturday
0,1975573553,2009-05-30 15:26:44-07:00,NO_QUERY,dskjfhklgvirley,i lost my phone,Saturday
0,2252499707,2009-06-20 06:24:11-07:00,NO_QUERY,VodkaChik,"@user Aw please, bloody agony woke up and the right side of my face is swollen slightly not good",Saturday
0,2256658677,2009-06-20 13:06:32-07:00,NO_QUERY,BleuCaldwell,@user You're at Navy Pier? I rode right past you! And I missed the pirates!,Saturday
4,2054139966,2009-06-06 06:39:28-07:00,NO_QUERY,bipolarbearr,Lol. Wow. Hope none of yous are knocked up,Saturday
0,2252805061,2009-06-20 07:01:53-07:00,NO_QUERY,rickyrescue,watching a re-run of Keeping up with the Kardashians. It's about their dads' death.,Saturday
4,1823321153,2009-05-16 21:39:58-07:00,NO_QUERY,chummy_chum07,&quot;just think about it.&quot; haha.,Saturday
4,1751503636,2009-05-09 19:36:13-07:00,NO_QUERY,alyssakochan,"@user Hey did you get any more info about your graduation? And I think my mom's gonna let me go to CP, if you guys still wanna go!",Saturday
0,1969721872,2009-05-30 00:59:36-07:00,NO_QUERY,xGeorgiaEloisex,@user So Do I. I love them. but i can't eat them with love LOL.,Saturday
0,2256104588,2009-06-20 12:16:01-07:00,NO_QUERY,BlondiB,Didn't rain on our parade today- but now it seems to be raining on my buddy's birthday... Hope we can fix the cake and make it work!,Saturday
4,1970479333,2009-05-30 04:01:59-07:00,NO_QUERY,laurirottmayer,"@user Coffee, Leo and Jesus.",Saturday
4,1975281880,2009-05-30 14:49:52-07:00,NO_QUERY,SB_tRiLLBaw,Incredible Pizza today!! With the family and the Bestii!!!!,Saturday
4,1976922286,2009-05-30 19:34:31-07:00,NO_QUERY,AndyfknInfinity,@user mmm well I'm having authenic Mexican I'm down the street at Ricardo's on Flamingo and Decatur lol,Saturday
4,1970385514,2009-05-30 03:39:18-07:00,NO_QUERY,Danni_xOx,@user [http] - does trace ever where a shirt?! lol poor noah.... =(,Saturday
0,2053217619,2009-06-06 03:44:11-07:00,NO_QUERY,Allyeatscat,Fuck driving at 730 in the morning!,Saturday
4,1970106503,2009-05-30 02:28:55-07:00,NO_QUERY,cheeyanie,just got home from Baby Love's 1st birthday party.. she's soooo cute..,Saturday
4,1976397624,2009-05-30 17:14:24-07:00,NO_QUERY,CortneyHarrison,Watching Dr. Jekyll and Mr. Hyde and relaxing.,Saturday
0,2058778800,2009-06-06 15:36:37-07:00,NO_QUERY,LJones521,Is lying in bed watching a dvd but wants a cwtch - preferably off Alun but hes not home 'til the 7th July from S'A x,Saturday
4,2054061190,2009-06-06 06:27:25-07:00,NO_QUERY,supermansGF,"man costa's is such a cool place- people do funny things when affected by large amounts of coffee,",Saturday
4,1750928665,2009-05-09 18:15:27-07:00,NO_QUERY,TessaTweets,Next to my birthday- Mother's Day is my favorite day of the year. The one day I don't feel guilty for slacking just a little. Aaaahh...,Saturday
4,1751819150,2009-05-09 20:21:10-07:00,NO_QUERY,thejenncarroll,"&quot;She threatened me, I patronized her, we didn't have anything to eat, but I thought there was a connection.&quot; Movie night.",Saturday
4,2053235542,2009-06-06 03:48:27-07:00,NO_QUERY,derbygrrl,"geeking over skating, WFTDA rules and training programmes on my saturday night.. love it! might even change my wheels ooooh exciting!",Saturday
4,1978440530,2009-05-30 23:21:52-07:00,NO_QUERY,ageLOC4theworld,@user Send me your e-mail address at [http] and I'll give you the details. Thanks for the tweet.,Saturday
0,2254364851,2009-06-20 09:38:09-07:00,NO_QUERY,Pawitforwardllc,Getting ready for a family picnic..... in the rain,Saturday
0,2251492660,2009-06-20 03:40:53-07:00,NO_QUERY,sporkhead,@user Nice. Has the sun Disappeared for you too? It's Looking really dark outside now,Saturday
0,2252753662,2009-06-20 06:55:54-07:00,NO_QUERY,steph_an_ie,@user he wants megan to be his momma,Saturday
0,1972772360,2009-05-30 09:51:30-07:00,NO_QUERY,stephenhugh3s,@user what happened last night? I wasnt too impressed... was hoping they were better,Saturday
0,1974190092,2009-05-30 12:37:21-07:00,NO_QUERY,katsalvante,Way too hot to be a doggy today,Saturday
0,2259259070,2009-06-20 17:16:40-07:00,NO_QUERY,Speed2007,"@user well I can't, I only have the 1st Gen IPhone, it won't take the download",Saturday
4,1970026376,2009-05-30 02:09:08-07:00,NO_QUERY,brianwelburn,Oooh ! Got an email request for an alyssa milano painting ! What do you think ? should I ?,Saturday
0,2060562056,2009-06-06 19:08:19-07:00,NO_QUERY,alexandrosrahn,"on the floor with @user, kiki and the guys are in bed",Saturday
0,1685054347,2009-05-02 22:54:23-07:00,NO_QUERY,rxbz,Bostons won by 10. @user so manny won in how many rounds? 1-2? Lol,Saturday
4,1971355808,2009-05-30 06:54:36-07:00,NO_QUERY,edonald,@user I keep forgetting what you're working on right now?,Saturday
4,1975941342,2009-05-30 16:14:09-07:00,NO_QUERY,nutaaaa,Just testing,Saturday
4,1975998463,2009-05-30 16:21:58-07:00,NO_QUERY,northernangel1,@user I know u love that song! Did u go out to eat anywhere special?,Saturday
0,1677625619,2009-05-02 03:06:06-07:00,NO_QUERY,samanthablythex,whatttttt?! why wont topshop online put the dress up im in love with,Saturday
4,1970691337,2009-05-30 04:51:48-07:00,NO_QUERY,NatMParmenter,"@user Hey Bec, sorry, there really is not much point to Twitter. Just another source of procrastination! Get better soon x",Saturday
4,1969594309,2009-05-30 00:33:02-07:00,NO_QUERY,Dcharmgcr,"@user lol if you need a shoulder to cry on, i can provide you one...but u gotta strip first lol",Saturday
4,1752382859,2009-05-09 21:46:22-07:00,NO_QUERY,nabejero,@user do u hav a garden? bunny probs r decidedly uncool. thanks 4d link!,Saturday
4,1677876090,2009-05-02 04:27:21-07:00,NO_QUERY,pamingram,David Micah and Jr. get up way to early on Saturday. Waiting on Sissy to wake up so we can make Cinniamon Rolls. hope she takes a minute,Saturday
4,2052963628,2009-06-06 02:43:35-07:00,NO_QUERY,Ewoodite,Can't believe I'm up this early on a Saturday. Have to go to Blackpool to meet a friend before getting the train to Manchester for Aiden!,Saturday
0,1977346580,2009-05-30 20:45:48-07:00,NO_QUERY,DuceDaPrivilege,@user im on dat goose 2....no patron tho,Saturday
0,2054306214,2009-06-06 07:03:27-07:00,NO_QUERY,samjallen,Housework. On a Saturday. Unbelievable.,Saturday
4,2061184166,2009-06-06 20:20:55-07:00,NO_QUERY,DrNoodle,@user,Saturday
4,2052796994,2009-06-06 02:03:32-07:00,NO_QUERY,OrlandoWomenRun,Orlando Women Runners UNITE! Can't wait to see everyone this morning,Saturday
4,2057405220,2009-06-06 12:56:41-07:00,NO_QUERY,sofsterrawr,"@user DONT YOU DARE CALLIN ME A BITCH, BITCH and btw i said i would CONSIDER it. it doesnt mean im not going!! :O",Saturday
0,1823656848,2009-05-16 22:35:08-07:00,NO_QUERY,Shawn_ED,Need Food,Saturday
4,2057082828,2009-06-06 12:20:20-07:00,NO_QUERY,Applecored,@user ok thanks,Saturday
0,2060623425,2009-06-06 19:15:24-07:00,NO_QUERY,AmyBabyxox,@user - that is so sick....i will definitely be praying for them..especially heidi.....i'm sure she'll be okay.. in my prayers,Saturday
4,2058623523,2009-06-06 15:18:24-07:00,NO_QUERY,TanukiMaki,@user Lol yeaaah. A couple people but you were the only one who sounded sure of themselves!,Saturday
4,1677611264,2009-05-02 03:01:31-07:00,NO_QUERY,ronvanrutten,@user lucky you I can understand that certain changes need to be made but Deadpool really didn't need any change.,Saturday
4,1550879922,2009-04-18 07:31:35-07:00,NO_QUERY,allenmickle,@user Not concerned?,Saturday
0,1678599383,2009-05-02 07:12:04-07:00,NO_QUERY,ch_seanmartin,Time for work,Saturday
4,1553985776,2009-04-18 15:45:19-07:00,NO_QUERY,alisongow,@user lol! You get mail from 'Mr Hunglow' too huh?,Saturday
4,1970010713,2009-05-30 02:05:17-07:00,NO_QUERY,laurenrigby,Loving the sunshine in my shorts and t-shirt enjoy it while it lasts,Saturday
4,1677611930,2009-05-02 03:01:44-07:00,NO_QUERY,jonsie,"Blue skies, Saturday morning, Bank Holiday weekend. I like this",Saturday
4,1976558259,2009-05-30 18:26:19-07:00,NO_QUERY,radiochica,@user: Charlie wearing jorts. Sexy! That's worth a trip. Tell'em hi 4 me. Gina G.,Saturday
0,1972397859,2009-05-30 09:08:57-07:00,NO_QUERY,kristenbraxton,Wow this is a lil of a schoker,Saturday
0,2058167955,2009-06-06 14:24:05-07:00,NO_QUERY,jearle,"@user Damn, I've not got the budget for twice as much.",Saturday
4,1971562273,2009-05-30 07:23:14-07:00,NO_QUERY,shanthegirl,"@user If you pass through Lima, I'll be stuck in Ohio most of the day.",Saturday
0,1977440651,2009-05-30 20:59:07-07:00,NO_QUERY,KathrynLampi,"is back from Panama, and thinking about home visits!!! Emmitt is &quot;needs foster&quot; -- doesn't like kids",Saturday
4,1556685258,2009-04-18 23:52:28-07:00,NO_QUERY,harry_jerry,@user oye....BRRRrrrrrrrrrruah! Congrats mate...God bless you and your life partner!,Saturday
4,1553983677,2009-04-18 15:45:00-07:00,NO_QUERY,uniquely_moi,"chilling out with sis had Ben &amp; Jerry's half baked cookie doh ice cweam was amashzine now listenin2music,watchin TV &amp; surfin Inet hee!",Saturday
0,2253567000,2009-06-20 08:23:06-07:00,NO_QUERY,buhrayaaan,@user @user oohh we have more than a hundred here haha it's now up to 300+ but officials say that 70% are fine now,Saturday
0,1553823403,2009-04-18 15:18:30-07:00,NO_QUERY,Zetura,"Bientï¿½t dï¿½collage vacances, bye bye Twitterï¿½",Saturday
4,1823765160,2009-05-16 22:55:02-07:00,NO_QUERY,yessimelle,just got in....chill nite w/my faves. but so ready for sleepville. Gnite twitlovers,Saturday
4,1678264403,2009-05-02 06:07:16-07:00,NO_QUERY,TheCake,"Our windows #Homeserver now with 1,5 Terabytes Memory",Saturday
4,2061459960,2009-06-06 20:55:02-07:00,NO_QUERY,haleyysy,UP Was sooo cute!,Saturday
